time,4kb_alloc,2mb_alloc,1gb_alloc,1gb_free,2mb_free,4kb_free
972000000,38787917,37774336,17039360,38273024,2158592,184499
974000000,38842485,37811712,16777216,38535168,2108416,142731
976000000,38876707,37859840,16777216,38535168,2036224,132573
978000000,38851057,37851136,17563648,37748736,2028032,175119
980000000,38883406,37938688,17039360,38273024,1937408,145842
982000000,38877487,37936128,17039360,38535168,1669632,159953
984000000,38751574,37826048,18612224,36962304,1779712,285866
986000000,38623127,37737984,17825792,38010880,1605632,414313
988000000,38567981,37694976,17301504,38535168,1648640,469459
990000000,38629966,37781504,16777216,39059456,1562112,407474
992000000,38691949,37838848,17039360,38797312,1503744,346515
994000000,38754983,37890560,16777216,39059456,1447424,288089
996000000,38817550,37972480,16515072,39321600,1358336,232690
998000000,38880032,38078976,16515072,39321600,1240064,181984
1000000000,38937612,38102016,16777216,38797312,1455616,147956
1002000000,38956408,38070272,17301504,38273024,1459712,156808
1004000000,38898250,38020608,17039360,38535168,1510400,213942
1006000000,38875452,38052352,17039360,38535168,1477632,237764
1008000000,38808074,38016512,17039360,38535168,1513472,305142
1010000000,38756491,37958144,18350080,37224448,1570816,357749
1012000000,38664482,37808640,17563648,38273024,1458688,449246
1014000000,38707785,37810688,17301504,38535168,1456640,405943
1016000000,38797401,37834752,15990784,39845888,1427456,321447
1018000000,38956554,37980160,15728640,40108032,1272832,171510
1020000000,38973082,37998080,16515072,39321600,1245696,164198
1022000000,39038240,38050304,16515072,39321600,1168384,124128
1024000000,39058937,38121472,16515072,39321600,1069056,131591
1026000000,39032974,38107648,17039360,38797312,1077760,162674
1028000000,38919579,37972992,17563648,38273024,1212416,276069
1030000000,38823971,37852160,18087936,37748736,1334272,370653
1032000000,38696960,37707776,18350080,37486592,1478144,498176
1034000000,38501493,37542400,18874368,36962304,1643520,693643
1036000000,38375518,37363200,18612224,37224448,1823232,819106
1038000000,38272664,37279744,17825792,38010880,1906688,921960
1040000000,38336856,37366784,17301504,38535168,1819648,857768
1042000000,38398512,37396992,18087936,37748736,1790464,795088
1044000000,38461753,37412864,17563648,38273024,1773568,732871
1046000000,38452982,37409280,18087936,37748736,1777152,741642
1048000000,38450088,37451264,17039360,38797312,1734656,745048
1050000000,38512925,37494784,17563648,38273024,1690112,683235
1052000000,38577492,37545984,17825792,38010880,1633792,623788
1054000000,38587068,37565952,17563648,38273024,1613312,614724
1056000000,38576586,37550080,18350080,37486592,1629184,625206
1058000000,38455351,37385728,18350080,37486592,1794560,745417
1060000000,38316876,37199360,18612224,37224448,1981440,883380
1062000000,38197189,37080576,18350080,37486592,2100224,1003067
1064000000,38185298,37087744,18612224,37224448,2093056,1014958
1066000000,38249106,37155328,18087936,37748736,2025472,951150
1068000000,38167308,37098496,18350080,37486592,2082304,1032948
1070000000,38111792,37057536,18874368,37224448,1861120,1088464
1072000000,38041620,37000704,18612224,37486592,1917952,1158636
1074000000,38086514,37034496,18087936,38010880,1882624,1115278
1076000000,38137585,37125632,17825792,38273024,1790464,1065231
1078000000,38240610,37235712,17301504,38797312,1678336,964254
1080000000,38340781,37338624,17301504,38797312,1571328,868179
1082000000,38403618,37432320,17825792,38273024,1473536,809438
1084000000,38524498,37539328,16515072,39583744,1363456,691630
1086000000,38766326,37748736,15728640,40370176,1146368,457482
1088000000,38879129,37821440,16515072,39583744,1064960,353383
1090000000,39002418,37931008,15728640,40370176,939520,245966
1092000000,39122718,38115328,15728640,40370176,730624,150242
1094000000,39254949,38255104,14680064,41680896,286720,59995
1096000000,39479701,38461440,14417920,41680896,175616,2155
1098000000,39578419,38514688,14417920,41680896,23040,2765
1100000000,39830135,38764032,13631488,41418752,571904,1417
1102000000,40015406,38992384,13893632,40894464,417792,4050
1104000000,40077730,39065088,14942208,39845888,278016,8798
1106000000,40072248,39020544,14680064,40108032,315392,21448
1108000000,40137465,39143936,14155776,40370176,389120,21255
1110000000,40201122,39166976,14155776,40108032,560640,25182
1112000000,40264733,39230464,13893632,40370176,431616,27107
1114000000,40328762,39315456,14155776,40108032,281600,28102
1116000000,40394694,39367680,13631488,40370176,421888,31802
1118000000,40369729,39356416,14417920,39583744,396288,93631
1120000000,40359086,39369216,13369344,40632320,381440,106322
1122000000,40391320,39402496,14155776,39583744,595456,88936
1124000000,40410861,39384064,13369344,40370176,594432,88851
1126000000,40472438,39453696,13631488,40108032,474624,77450
1128000000,40521657,39524864,14155776,39583744,352256,79431
1130000000,40488768,39571968,13893632,39583744,556544,123072
1132000000,40518234,39656960,13369344,40108032,460288,104870
1134000000,40577120,39780352,13107200,40108032,549376,95648
1136000000,40590465,39735296,13893632,39321600,550400,126335
1138000000,40462184,39562752,14417920,38797312,722944,254616
1140000000,40323587,39468544,15728640,37486592,817152,393213
1142000000,40122377,39305728,15204352,38010880,979968,594423
1144000000,39994520,39168512,14942208,38273024,1117184,722280
1146000000,39867904,39109632,15204352,38010880,1176064,848896
1148000000,39869669,39119872,14942208,38273024,1165824,847131
1150000000,39795983,39075840,15466496,37748736,1209856,920817
1152000000,39736356,39025664,14680064,38535168,1260032,980444
1154000000,39768114,39016960,15466496,37748736,1268736,948686
1156000000,39656456,38912000,15204352,38010880,1373696,1060344
1158000000,39766760,38990336,13893632,39321600,1294848,950552
1160000000,39831487,39068672,13893632,39059456,1476608,887873
1162000000,39964127,39145472,14417920,38535168,1399296,755745
1164000000,39970192,39143424,15204352,37748736,1396736,754288
1166000000,40000603,39173120,14417920,38535168,1366528,724389
1168000000,40062258,39277568,14155776,38797312,1254912,669902
1170000000,40095773,39306240,14417920,38535168,1220608,642019
1172000000,40044433,39283200,15204352,37748736,1241088,695919
1174000000,39916444,39162368,15466496,37486592,1361920,823908
1176000000,39869862,39146496,14680064,38273024,1377280,871002
1178000000,39933637,39180288,13893632,39059456,1342976,807739
1180000000,39997490,39283712,14155776,38797312,1233920,749518
1182000000,40025135,39293440,14680064,38273024,1216512,729553
1184000000,39962127,39268352,14942208,38010880,1241088,793073
1186000000,40015242,39314432,13631488,39321600,1190912,744054
1188000000,40078709,39372800,13893632,39059456,1118208,694923
1190000000,40144827,39440384,13369344,39583744,1031680,647749
1192000000,40209021,39480320,13369344,39583744,966656,608643
1194000000,40142615,39416832,14942208,38010880,1024000,681193
1196000000,40030904,39302656,14942208,38010880,1138176,792904
1198000000,39913317,39181824,15204352,37748736,1259008,910491
1200000000,39833195,39083008,14417920,38535168,1357824,990613
1202000000,39893676,39156736,14680064,38273024,1284096,930132
1204000000,39957669,39191040,13631488,39321600,1246208,869723
1206000000,40022292,39223296,14155776,38797312,1210368,808684
1208000000,40049625,39256064,14417920,38535168,1171968,786983
1210000000,40112396,39361024,13893632,38797312,1319936,733428
1212000000,40178099,39401472,13369344,39321600,1255936,691277
1214000000,40382475,39635456,12582912,40108032,982528,526325
1216000000,40446339,39753216,13107200,39321600,1089536,499837
1218000000,40477204,39780352,13631488,38797312,1041408,489964
1220000000,40434501,39742976,13631488,38797312,1074176,537275
1222000000,40342955,39615488,14417920,38010880,1201664,628821
1224000000,40250452,39545856,14155776,38273024,1271296,721324
1226000000,40156654,39452160,14417920,38010880,1364992,815122
1228000000,40107947,39391232,13893632,38535168,1425920,863829
1230000000,40127597,39435264,13893632,38535168,1381888,844179
1232000000,40229518,39526400,12582912,39845888,1288704,744306
1234000000,40392012,39678464,13369344,39059456,1119744,598708
1236000000,40411004,39702016,13893632,38535168,1089024,586884
1238000000,40352926,39606784,14942208,37486592,1183744,645474
1240000000,40264905,39515648,14680064,37748736,1274880,733495
1242000000,40139476,39389184,15204352,37224448,1401344,858924
1244000000,40014095,39288320,15204352,37224448,1502208,984305
1246000000,39887500,39219200,15204352,37224448,1571328,1110900
1248000000,39904974,39249920,14155776,38273024,1540608,1093426
1250000000,40007813,39360512,13369344,39059456,1430016,990587
1252000000,40196922,39589376,12845056,39583744,1198080,804550
1254000000,40429508,39839232,12320768,40108032,924160,596028
1256000000,40501420,39874048,13369344,39059456,852480,560980
1258000000,40541872,39960064,13893632,38535168,737792,549200
1260000000,40416376,39777792,14417920,38010880,920064,674696
1262000000,40310050,39725056,14155776,38273024,972800,781022
1264000000,40185441,39614464,14417920,38010880,1082880,906143
1266000000,40145189,39597568,14155776,38273024,1099776,946395
1268000000,40140084,39586304,14417920,38010880,1111040,951500
1270000000,40063952,39534080,14417920,38010880,1162752,1028144
1272000000,39947285,39418880,14417920,38010880,1277952,1144811
1274000000,40010582,39482368,14155776,38273024,1214464,1081514
1276000000,39980629,39433728,15204352,37224448,1261568,1113003
1278000000,40010991,39469056,14417920,38010880,1225728,1083153
1280000000,40075015,39497216,14155776,38273024,1196032,1020665
1282000000,40137350,39618560,13631488,38797312,1072128,960890
1284000000,40145950,39646208,14155776,38273024,1040896,955874
1286000000,40077856,39562240,15204352,37224448,1122816,1026016
1288000000,39963438,39453696,15204352,37224448,1231360,1140434
1290000000,39836398,39325184,15466496,36962304,1359872,1267474
1292000000,39825721,39300096,14417920,38010880,1383936,1279175
1294000000,39889160,39375872,13631488,38797312,1305600,1218296
1296000000,39895413,39375360,14680064,37748736,1305600,1212555
1298000000,39773658,39235072,14942208,37486592,1445888,1334310
1300000000,39824015,39275520,14417920,38010880,1403904,1285489
1302000000,39898734,39344640,13369344,39059456,1331712,1213842
1304000000,39962282,39430656,13893632,38535168,1240576,1155414
1306000000,39981658,39412736,14680064,37748736,1254400,1140134
1308000000,39926091,39345664,14680064,37748736,1321472,1195701
1310000000,39934353,39303680,14680064,37748736,1361920,1188975
1312000000,39917951,39323648,14942208,37486592,1338368,1208961
1314000000,39927307,39345664,14680064,37748736,1315328,1200629
1316000000,39818291,39270400,15466496,36962304,1389568,1310669
1318000000,39691250,39196160,15466496,36962304,1463808,1437710
1320000000,39612772,39117312,15466496,36962304,1542656,1516188
1322000000,39598686,39148544,15204352,37224448,1511424,1530274
1324000000,39520515,39072768,15466496,36962304,1587200,1608445
1326000000,39452278,39031296,15466496,36962304,1628672,1676682
1328000000,39441177,39048704,15728640,36700160,1611264,1687783
1330000000,39348655,38951936,15466496,36962304,1708032,1780305
1332000000,39349410,38914560,15990784,36438016,1745408,1779550
1334000000,39360213,38909440,15204352,37224448,1750528,1768747
1336000000,39423203,39007744,15204352,37224448,1649664,1708317
1338000000,39359241,38990848,15990784,36438016,1666048,1772791
1340000000,39291023,38920192,15466496,36962304,1736704,1841009
1342000000,39355031,38964224,14417920,38010880,1692672,1777001
1344000000,39532319,39179776,14155776,38273024,1475584,1601249
1346000000,39587553,39212544,14680064,37748736,1440768,1548063
1348000000,39711780,39374336,13369344,39059456,1275392,1427420
1350000000,39868070,39555072,14155776,38273024,1082368,1283418
1352000000,39868002,39585280,14942208,37486592,1048064,1287582
1354000000,39744588,39479808,15466496,36962304,1153536,1410996
1356000000,39726450,39476736,14417920,38010880,1156608,1429134
1358000000,39768585,39509504,14680064,37748736,1123328,1387511
1360000000,39679357,39406080,15204352,37224448,1226240,1477251
1362000000,39551994,39327232,15466496,36962304,1305088,1604614
1364000000,39573730,39350272,14680064,37748736,1282048,1582878
1366000000,39461151,39256064,15990784,36438016,1376256,1695457
1368000000,39332379,39104000,15728640,36700160,1528320,1824229
1370000000,39392338,39151104,14942208,37486592,1481216,1764270
1372000000,39450400,39208960,15204352,37224448,1423360,1706208
1374000000,39429537,39130624,15204352,37224448,1501696,1727071
1376000000,39400349,39017472,16515072,35913728,1614848,1756259
1378000000,39322053,38905856,14942208,37486592,1726464,1834555
1380000000,39385568,38952960,14680064,37748736,1678848,1771552
1382000000,39501957,39007232,13893632,38535168,1623552,1656187
1384000000,39706854,39168000,13107200,39321600,1460224,1453850
1386000000,39953766,39403008,12845056,39583744,1208320,1223834
1388000000,40218743,39709696,12320768,40108032,878592,981897
1390000000,40397180,39880192,12320768,39845888,944128,829572
1392000000,40463231,39918080,12582912,39583744,880128,789633
1394000000,40730876,40190464,10747904,41418752,564736,564996
1396000000,40936079,40388608,11272192,40632320,570880,417649
1398000000,40934972,40358400,12845056,39059456,572928,446916
1400000000,40983066,40370688,11796480,40108032,552960,406502
1402000000,41047532,40431104,11796480,39845888,706048,390676
1404000000,41111316,40481792,11534336,40108032,611328,370924
1406000000,41269462,40630272,11010048,40370176,650240,287530
1408000000,41331765,40737792,10747904,40370176,753664,276427
1410000000,41426751,40848896,10485760,40632320,574464,249537
1412000000,41518296,40939008,10223616,40632320,674304,230184
1414000000,41597194,41026048,10747904,40108032,521728,216822
1416000000,41631099,41027584,11272192,39583744,480256,222853
1418000000,41632725,40998912,11796480,38797312,739328,252971
1420000000,41515924,40901632,11534336,39059456,836608,369772
1422000000,41454864,40808960,11796480,38797312,929280,430832
1424000000,41375608,40734720,12058624,38535168,1003520,510088
1426000000,41338327,40701440,11010048,39583744,1036800,547369
1428000000,41402306,40744960,11534336,39059456,992256,484414
1430000000,41363558,40737792,12582912,38010880,995328,527258
1432000000,41228134,40622592,13369344,37224448,1110528,662682
1434000000,41116750,40497664,12320768,38273024,1235456,774066
1436000000,41015198,40367616,12845056,37748736,1365504,875618
1438000000,41003573,40340480,12320768,38273024,1392640,887243
1440000000,41067916,40461312,12058624,38535168,1270784,823924
1442000000,41196839,40541184,10747904,39583744,1447936,700121
1444000000,41281048,40655872,11534336,38797312,1317888,631272
1446000000,41265745,40601088,12058624,38273024,1369088,650159
1448000000,41230076,40504320,12582912,37748736,1461760,689924
1450000000,41219209,40503296,11272192,39059456,1461760,701815
1452000000,41283402,40526848,11534336,38797312,1423360,652470
1454000000,41348335,40577024,10747904,39583744,1356800,603921
1456000000,41413090,40631296,11010048,39321600,1281024,560670
1458000000,41431266,40614400,12320768,38010880,1279488,560926
1460000000,41321372,40506368,12582912,37748736,1387520,670820
1462000000,41194751,40419328,12845056,37486592,1474560,797441
1464000000,41073159,40251904,13107200,37224448,1641472,919545
1466000000,40967654,40159232,12582912,37748736,1734144,1025050
1468000000,40953442,40153600,12845056,37486592,1739264,1039774
1470000000,40969347,40154624,12582912,37748736,1738240,1023869
1472000000,41032950,40267264,11796480,38535168,1626112,959754
1474000000,41102217,40343552,11272192,39059456,1547776,892535
1476000000,41166186,40376320,12058624,38273024,1507840,835734
1478000000,41138863,40345088,13107200,37224448,1532928,869201
1480000000,41066125,40336384,12320768,38010880,1541632,941939
1482000000,41059205,40310272,12582912,37748736,1567744,948859
1484000000,41034770,40281600,12845056,37486592,1595392,974318
1486000000,40793801,40031232,14417920,35913728,1846784,1214263
1488000000,40739972,39946752,12845056,37486592,1931264,1268092
1490000000,40828415,40045056,12058624,38273024,1832960,1179649
1492000000,40891877,40087552,11796480,38535168,1790976,1115675
1494000000,40961080,40219136,12320768,38010880,1653248,1052616
1496000000,40950675,40190464,13107200,37224448,1676288,1068653
1498000000,40823851,39992832,14155776,36175872,1874432,1194965
1500000000,40698577,39953408,13369344,37224448,1652224,1319727
1502000000,40692339,39939584,12058624,38535168,1667072,1324941
1504000000,40798069,40050176,12058624,38535168,1556480,1219211
1506000000,40861024,40047616,12582912,38010880,1553920,1161376
1508000000,40940413,40136192,11534336,39059456,1455616,1091715
1510000000,41004661,40193536,12058624,38535168,1383424,1042315
1512000000,41110405,40270336,11010048,39583744,1292288,950907
1514000000,41359692,40557056,10747904,39583744,1248768,720564
1516000000,41514128,40713216,10485760,39845888,1053696,605040
1518000000,41580268,40800768,11272192,39059456,935936,569108
1520000000,41609561,40824832,11272192,39059456,888320,563367
1522000000,41631739,40808448,11796480,38273024,1143808,564229
1524000000,41564717,40734208,11010048,39059456,1218048,631251
1526000000,41504490,40653312,12320768,37748736,1297920,692502
1528000000,41376491,40518144,12582912,37486592,1434624,818965
1530000000,41306152,40457216,12058624,38010880,1496576,888280
1532000000,41322545,40411648,11534336,38535168,1543168,870863
1534000000,41417424,40461312,11010048,39059456,1489408,780080
1536000000,41554575,40550400,10747904,39321600,1390080,653169
1538000000,41618199,40669696,11010048,39059456,1246720,613609
1540000000,41640161,40694784,11272192,38797312,1213440,599839
1542000000,41705143,40786432,11010048,39059456,1092608,564041
1544000000,41749996,40814592,11534336,38535168,1038336,545300
1546000000,41658682,40730112,11796480,38273024,1122816,636614
1548000000,41532873,40612864,12320768,37748736,1241600,760887
1550000000,41404147,40524288,12582912,37486592,1332224,887565
1552000000,41331806,40495616,12320768,37748736,1361920,958882
1554000000,41367538,40514048,11272192,38797312,1346560,920078
1556000000,41429542,40621568,11272192,38797312,1238528,858586
1558000000,41492546,40714752,11272192,38797312,1144320,796606
1560000000,41493374,40700928,12058624,38010880,1153536,800386
1562000000,41367798,40571904,12582912,37486592,1283072,925450
1564000000,41323620,40512000,11796480,38273024,1344512,968092
1566000000,41386000,40586240,11010048,39059456,1273344,902640
1568000000,41455911,40647680,11272192,38797312,1208832,835801
1570000000,41499843,40742400,11534336,38535168,1108992,796989
1572000000,41502115,40776192,12058624,38010880,1069568,800349
1574000000,41412654,40721920,12320768,37748736,1125376,888274
1576000000,41285868,40626688,12320768,37748736,1222144,1013524
1578000000,41306687,40609792,10747904,39321600,1241088,990657
1580000000,41374216,40700928,10485760,39583744,1150464,922616
1582000000,41462299,40811520,10747904,39321600,1034240,840165
1584000000,41526349,40873472,10485760,39583744,961536,786867
1586000000,41632235,41019392,10223616,39845888,801792,694805
1588000000,41780938,41158144,9699328,40108032,896000,575286
1590000000,42062599,41390592,7864320,41680896,873472,345849
1592000000,42353611,41699328,7077888,41943040,990208,153653
1594000000,42550809,41925632,8650752,40370176,652288,68071
1596000000,42615406,41961984,8126464,40632320,814080,67474
1598000000,42686288,42032640,8126464,40108032,1198080,66224
1600000000,42749291,42044928,8912896,39321600,1123840,65173
1602000000,42660049,42000384,10223616,38010880,1166848,155951
1604000000,42531836,41912832,10223616,38010880,1254400,284164
1606000000,42407002,41772544,10223616,38010880,1396224,407462
1608000000,42281466,41601024,10485760,37748736,1568768,531974
1610000000,42212384,41537024,10747904,37486592,1633280,600544
1612000000,42083133,41369088,11534336,36700160,1802240,728771
1614000000,41941794,41233920,11796480,36438016,1938432,869086
1616000000,41869256,41144320,11010048,37224448,2027520,942136
1618000000,41915043,41198592,9699328,38535168,1973248,896349
1620000000,41954148,41259008,11010048,37224448,1913856,856220
1622000000,41937514,41241088,11272192,36962304,1933312,871318
1624000000,41812432,41106432,11534336,36700160,2067968,996400
1626000000,41729929,41035264,11534336,36700160,2141184,1076855
1628000000,41602882,40923648,11796480,36438016,2253824,1202878
1630000000,41555781,40814592,11272192,36962304,2363392,1249467
1632000000,41566869,40819200,12058624,36175872,2359296,1237867
1634000000,41578027,40815104,10485760,37748736,2363904,1226197
1636000000,41640497,40898560,10747904,37486592,2278912,1165263
1638000000,41702518,40980992,10747904,37486592,2195968,1103754
1640000000,41764150,41016320,9961472,38273024,2155520,1047242
1642000000,41861529,41121280,9961472,38273024,2045952,954471
1644000000,42005629,41286656,9175040,39321600,1612800,816003
1646000000,42104691,41355776,10485760,38010880,1530368,730253
1648000000,42059444,41364480,10485760,38010880,1522688,774476
1650000000,42077635,41375744,10747904,37748736,1503232,764477
1652000000,42057205,41423872,10223616,38273024,1456128,783883
1654000000,42169442,41489920,8650752,39845888,1377792,683934
1656000000,42423374,41677312,8126464,40370176,1169408,450994
1658000000,42571519,41829376,8650752,39583744,1239552,342785
1660000000,42624122,41918976,9175040,39059456,1113600,326534
1662000000,42680243,41960960,8912896,39321600,1039360,302669
1664000000,42762657,42031616,7340032,40894464,925184,263775
1666000000,42912564,42204160,8388608,39845888,696320,170188
1668000000,42933880,42214400,8912896,39321600,649216,185736
1670000000,42806301,42085376,9175040,39059456,778240,313315
1672000000,42748165,42052608,9699328,38535168,811008,371451
1674000000,42668198,41978880,8912896,39321600,884736,451418
1676000000,42621082,41924608,9437184,38797312,940544,496998
1678000000,42675763,41992192,9175040,39059456,870400,444877
1680000000,42716372,42038272,9437184,38797312,819200,409388
1682000000,42696009,42045952,8912896,39321600,808960,432311
1684000000,42756796,42066944,7864320,40370176,772608,386884
1686000000,42946757,42293248,7602176,40370176,775168,230203
1688000000,43120635,42447872,7077888,40632320,810496,128517
1690000000,43182569,42499584,7340032,40370176,701440,123927
1692000000,43246050,42564096,7077888,40370176,840704,118814
1694000000,43318149,42607104,7340032,40108032,736768,107643
1696000000,43384092,42661376,7602176,39845888,621568,102628
1698000000,43448261,42673152,6553600,40894464,547840,100411
1700000000,43688411,42932224,4980736,42205184,401408,9765
1702000000,43940367,43173376,4718592,42205184,178176,2033
1704000000,44109527,43305984,6029312,40370176,399872,2857
1706000000,44226817,43388416,4718592,41680896,201728,1279
1708000000,44413132,43578880,3932160,41943040,349184,1332
1710000000,44668396,43777024,3670016,41680896,419328,2068
1712000000,44779157,43895808,4980736,40108032,444416,9579
1714000000,44804616,43896320,5505024,39321600,663552,26616
1716000000,44688183,43740672,5767168,39059456,819200,143049
1718000000,44695330,43710464,5242880,39583744,844800,140510
1720000000,44714209,43668480,4980736,39845888,871936,136479
1722000000,44779585,43743232,4980736,39845888,751616,116671
1724000000,44846471,43878400,3932160,40632320,818688,109689
1726000000,44920278,43941888,4194304,40370176,691712,99370
1728000000,45152822,44119040,2621440,41943040,356864,24522
1730000000,45408290,44411904,2621440,41680896,91648,3550
1732000000,45557581,44550656,3145728,40894464,62976,6323
1734000000,45619440,44610048,2883584,40370176,716288,18192
1736000000,45685352,44750848,2621440,40108032,1024000,28056
1738000000,45755396,44785664,2097152,40632320,911360,35836
1740000000,45901798,44907520,2097152,40632320,663040,15898
1742000000,46002937,45050368,2097152,40632320,420352,14599
1744000000,46112029,45195776,1048576,41680896,167424,13027
1746000000,46313785,45374464,786432,41680896,55808,6343
1748000000,46446340,45469696,524288,41156608,611328,9468
1750000000,46528502,45576192,1048576,40632320,414720,17418
1752000000,46575446,45680128,786432,40632320,512000,31402
1754000000,46638970,45746176,524288,40894464,372736,41094
1756000000,46702579,45759488,1310720,40108032,287232,49677
1758000000,46766686,45851648,524288,40632320,382464,60322
1760000000,46830522,45889024,524288,40632320,271872,69702
1762000000,46884550,45978624,1310720,39845888,112128,85818
1764000000,46880183,45980672,1048576,40108032,84992,115273
1766000000,46913308,45990400,1048576,40108032,28160,129252
1768000000,46974408,46038016,786432,40108032,176640,134200
1770000000,46904987,45964800,786432,40108032,240128,213349
1772000000,46885794,45948416,1048576,39845888,241664,247390
1774000000,46829560,45897728,1835008,39059456,277504,318472
1776000000,46704875,45852672,1572864,39321600,321024,444693
1778000000,46596168,45747712,2097152,38797312,423424,555960
1780000000,46466272,45642240,2621440,38273024,527872,686880
1782000000,46323210,45525504,3670016,37224448,644096,830454
1784000000,46180422,45346304,3670016,37224448,823296,973242
1786000000,46030243,45175808,3670016,37224448,993792,1123421
1788000000,46031044,45161472,2359296,38535168,1005056,1125692
1790000000,46094188,45198848,2621440,38273024,962048,1068180
1792000000,46158765,45258752,1572864,39321600,889856,1015891
1794000000,46339144,45405696,0,40894464,724480,853944
1796000000,46585013,45608448,524288,40370176,477184,652619
1798000000,46647221,45663232,786432,40108032,385536,627275
1800000000,46712024,45660672,1310720,39583744,338432,612136
1802000000,46762580,45741056,1048576,39845888,219136,600492
1804000000,46824854,45808640,1048576,39845888,99840,589930
1806000000,46813305,45750784,1572864,39321600,134144,625031
1808000000,46702200,45617152,2097152,38797312,266240,737672
1810000000,46574111,45551104,3145728,37748736,332288,865761
1812000000,46447020,45422592,2097152,38797312,460800,992852
1814000000,46410715,45338624,1835008,39059456,544256,1029669
1816000000,46475192,45432320,1310720,39583744,439296,976456
1818000000,46532401,45481472,2097152,38797312,368640,940751
1820000000,46589996,45528064,1048576,39845888,296960,908244
1822000000,46653120,45625856,786432,40108032,165376,878912
1824000000,46715567,45716480,262144,40632320,42496,848721
1826000000,46828320,45801984,0,40632320,167936,787168
1828000000,46895057,45880832,262144,40370176,41984,767535
1830000000,46957567,45980160,262144,40108032,158720,751105
1832000000,46953549,45959168,1048576,39321600,148480,786355
1834000000,46976065,45960704,786432,39583744,131072,779711
1836000000,46989134,45954560,524288,39845888,112640,791218
1838000000,46880829,45912576,1310720,39059456,151552,902595
1840000000,46753894,45774848,1835008,38535168,288768,1030042
1842000000,46626357,45640192,1835008,38535168,422912,1158091
1844000000,46711000,45705728,262144,40108032,349696,1081128
1846000000,46828074,45831168,786432,39583744,204800,983510
1848000000,46767314,45794816,2097152,38273024,231424,1053998
1850000000,46663668,45705216,1835008,38535168,320000,1158668
1852000000,46543331,45605376,1835008,38535168,419840,1279005
1854000000,46417773,45489152,2621440,37748736,536064,1404563
1856000000,46360802,45457408,2359296,38010880,566784,1462558
1858000000,46232325,45285376,3145728,37224448,738304,1591547
1860000000,46091868,45108224,3932160,36438016,915456,1732004
1862000000,45957824,44913152,3670016,36700160,1110528,1866048
1864000000,45838985,44773888,3407872,36962304,1249792,1984887
1866000000,45758486,44754944,3407872,36962304,1268736,2065386
1868000000,45739859,44814848,2883584,37486592,1206272,2086573
1870000000,45761887,44826624,3670016,36700160,1192448,2066593
1872000000,45780002,44775424,2883584,37486592,1240064,2052062
1874000000,45844953,44822528,2621440,37748736,1186304,1993767
1876000000,45907582,44872704,1835008,38535168,1128960,1938306
1878000000,45990199,44942336,2097152,38273024,1047552,1867465
1880000000,46040934,45033984,2621440,37748736,941056,1831578
1882000000,46104480,45120000,2621440,37748736,836096,1786976
1884000000,46168375,45177344,2359296,38010880,760320,1741513
1886000000,46193368,45134336,2621440,37748736,784384,1735464
1888000000,46251051,45184000,2621440,37748736,714240,1698261
1890000000,46127196,45068288,3407872,36962304,829952,1822116
1892000000,45999500,44968960,3407872,36962304,928768,1950324
1894000000,45946986,44911104,2621440,37748736,985600,2003862
1896000000,46010953,44972032,2621440,37748736,915968,1948599
1898000000,46064031,45003264,2359296,38010880,875008,1905249
1900000000,45971105,44892160,3670016,36700160,983040,2001247
1902000000,45770081,44689920,4980736,35389440,1184768,2202783
1904000000,45598973,44514304,4718592,35651584,1360384,2373891
1906000000,45472119,44372992,5242880,35127296,1501696,2500745
1908000000,45230821,44156416,6029312,34340864,1718272,2742043
1910000000,45107161,44018688,4718592,35651584,1856000,2865703
1912000000,45171310,44047872,4718592,35651584,1826304,2802066
1914000000,45130147,43988480,4456448,35913728,1885696,2843229
1916000000,45064788,43914752,4718592,35651584,1959424,2908588
1918000000,44986614,43821056,5505024,34865152,2053120,2986762
1920000000,44856937,43723776,5242880,35127296,2150400,3116439
1922000000,44794977,43653632,5505024,34865152,2220544,3178399
1924000000,44739915,43639296,6029312,34340864,2234880,3233461
1926000000,44612710,43565056,6029312,34340864,2309120,3360666
1928000000,44562150,43528704,5767168,34603008,2345472,3411226
1930000000,44535890,43481600,5767168,34603008,2392064,3437998
1932000000,44441417,43362304,6815744,33554432,2510848,3532983
1934000000,44309980,43200512,7077888,33292288,2672640,3664420
1936000000,44241687,43153920,6553600,33816576,2719232,3732713
1938000000,44220125,43166208,6553600,33816576,2706944,3754275
1940000000,44213240,43100160,6553600,33816576,2771456,3762696
1942000000,44355256,43234304,4980736,35389440,2635264,3622728
1944000000,44416751,43278848,6029312,34340864,2588160,3563793
1946000000,44347566,43228160,7077888,33292288,2637824,3634002
1948000000,44340221,43240960,6029312,34340864,2623488,3642883
1950000000,44403684,43248128,5767168,34603008,2613248,3582492
1952000000,44461612,43297792,6029312,34340864,2560512,3527636
1954000000,44456005,43233280,5767168,34603008,2624512,3533755
1956000000,44519949,43266048,5767168,34603008,2586624,3474931
1958000000,44581397,43282944,5505024,34865152,2567168,3416043
1960000000,44643388,43336192,5242880,35127296,2505728,3362244
1962000000,44706298,43419136,5242880,35127296,2416128,3305990
1964000000,44712130,43498496,6029312,34340864,2331648,3305278
1966000000,44611468,43453952,6291456,34078720,2376192,3405940
1968000000,44594595,43452928,6029312,34340864,2376192,3423837
1970000000,44631239,43495424,5767168,34603008,2330624,3390265
